name,actors
The Last Voyage of the Demeter,"['Corey Hawkins', 'Aisling Franciosi', 'David Dastmalchian', 'Liam Cunningham']"
Megamind,"['Will Ferrell', 'Tina Fey', 'Jonah Hill', 'David Cross', 'Brad Pitt']"
My Cousin,[]
The Young Messiah,"['Adam Greaves-Neal', 'Sean Bean', 'David Bradley', 'Lee Boardman', 'Jonathan Bailey', 'David Burke']"
Laal Singh Chaddha,[]
Block Z,"['Joshua Garcia', 'Julia Barretto', 'Yves Flores', 'Myrtle Sarrosa', 'Maris Racal', 'McCoy de Leon', 'Ian Veneracion', 'Dimples Romana', 'Ina Raymundo']"
Antebellum,"['Janelle Monáe', 'Eric Lange', 'Jena Malone', 'Jack Huston', 'Kiersey Clemons', 'Gabourey Sidibe']"
Zack and Miri Make a Porno,"['Seth Rogen', 'Elizabeth Banks', 'Craig Robinson', 'Jason Mewes', 'Traci Lords', 'Jeff Anderson', 'Katie Morgan', 'Ricky Mabe']"
The Iron Lady,"['Meryl Streep', 'Jim Broadbent', 'Olivia Colman', 'Roger Allam', 'Susan Brown', 'Nick Dunning', 'Nicholas Farrell', 'Iain Glen', 'Richard E. Grant', 'Anthony Head', 'Harry Lloyd', 'Michael Maloney', 'Alexandra Roach', 'Pip Torrens', 'Julian Wadham', 'Angus Wright']"
Breaking Surface,[]
All Fun and Games,"['Asa Butterfield', 'Natalia Dyer', 'Benjamin Evan Ainsworth', 'Laurel Marsden', 'Annabeth Gish']"
Slumdog Millionaire,"['Dev Patel', 'Freida Pinto', 'Madhur Mittal', 'Anil Kapoor', 'Irrfan Khan']"
Yattaman,"['Shō Sakurai', 'Saki Fukuda', 'Kyoko Fukada', 'Kendo Kobayashi', 'Katsuhisa Namase', 'Anri Okamoto']"
My Little Pony: A New Generation,"['Vanessa Hudgens', 'Kimiko Glenn', 'James Marsden', 'Sofia Carson', 'Liza Koshy', 'Ken Jeong', 'Elizabeth Perkins', 'Jane Krakowski', 'Phil LaMarr', 'Michael McKean']"
Chhalawa,"['Mehwish Hayat', 'Azfar Rehman', 'Aashir Wajahat', 'Asad Siddiqui', 'Babar Khan', 'Mehmood Aslam']"
Knight and Day,"['Tom Cruise', 'Cameron Diaz', 'Peter Sarsgaard', 'Viola Davis', 'Jordi Mollà', 'Paul Dano']"
My Dog Stupid,"['Yvan Attal', 'Charlotte Gainsbourg']"
Child 44,"['Tom Hardy', 'Gary Oldman', 'Noomi Rapace', 'Joel Kinnaman', 'Paddy Considine', 'Jason Clarke', 'Vincent Cassel']"
Beverly Hills Chihuahua,"['George Lopez', 'Drew Barrymore', 'Piper Perabo', 'Manolo Cardona', 'Jamie Lee Curtis', 'Andy García', 'Luis Guzmán', 'Plácido Domingo', 'Edward James Olmos']"
Shazam! Fury of the Gods,"['Zachary Levi', 'Asher Angel', 'Jack Dylan Grazer', 'Rachel Zegler', 'Adam Brody', 'Ross Butler', 'Meagan Good', 'Lucy Liu', 'Djimon Hounsou', 'Helen Mirren']"
"Hello, Love, Goodbye","['Kathryn Bernardo', 'Alden Richards']"
The Nun II,"['Bonnie Aarons', 'Taissa Farmiga', 'Jonas Bloquet', 'Storm Reid', 'Anna Popplewell']"
Chain Kulii Ki Main Kulii,[]
Bones and All,"['Taylor Russell', 'Timothée Chalamet', 'Michael Stuhlbarg', 'André Holland', 'Chloë Sevigny', 'David Gordon Green', 'Jessica Harper', 'Jake Horowitz', 'Mark Rylance']"
Dazzling Mirage,"[""Kemi 'Lala' Akindoju"", 'Kunle Afolayan', 'Bimbo Manuel', 'Yomi Fash Lanso', 'Taiwo Ajai-Lycett', 'Seun Akindele', 'Aderounmu Adejumoke']"
One Piece: Baron Omatsuri and the Secret Island,[]
The Sisterhood of the Traveling Pants 2,"['Amber Tamblyn', 'America Ferrera', 'Blake Lively', 'Alexis Bledel', 'Rachel Nichols', 'Rachel Ticotin', 'Shohreh Aghdashloo', 'Blythe Danner']"
Spirit Of The Forest,[]
Assassination of a High School President,[]
Yonkers Joe,[]
A Serious Man,"['Michael Stuhlbarg', 'Richard Kind']"
Bye Bye Morons,"['Virginie Efira', 'Albert Dupontel', 'Nicolas Marié']"
Selma,"['David Oyelowo', 'Tom Wilkinson', 'Carmen Ejogo', 'Giovanni Ribisi', 'Alessandro Nivola', 'Cuba Gooding Jr.', 'Tim Roth', 'Oprah Winfrey']"
Eden Lake,"['Kelly Reilly', 'Michael Fassbender', ""Jack O'Connell"", 'James Gandhi', 'Thomas Turgoose', 'Bronson Webb', 'Shaun Dooley', 'Finn Atkins']"
Centurion,"['Michael Fassbender', 'Dominic West', 'Olga Kurylenko', 'Noel Clarke', 'Liam Cunningham', 'David Morrissey', 'Riz Ahmed', 'JJ Feild', 'Dimitri Leonidas', 'Imogen Poots', 'Ulrich Thomsen']"
Certified Copy,"['Juliette Binoche', 'William Shimell']"
"The Gangster, the Cop, the Devil",[]
Jolt,"['Kate Beckinsale', 'Bobby Cannavale', 'Laverne Cox', 'Stanley Tucci', 'Jai Courtney']"
The Dark and the Wicked,"['Marin Ireland', 'Michael Abbott Jr.', 'Xander Berkeley']"
Never Back Down,"['Sean Faris', 'Amber Heard', 'Cam Gigandet', 'Evan Peters', 'Leslie Hope', 'Djimon Hounsou']"
Coco Chanel & Igor Stravinsky,[]
Step Up 2: The Streets,"['Briana Evigan', 'Robert Hoffman', 'Will Kemp', 'Cassie Ventura']"
Il divo,[]
Wild Child,"['Emma Roberts', 'Natasha Richardson', 'Shirley Henderson', 'Alex Pettyfer', 'Aidan Quinn']"
Om Shanti Om,[]
Gemini Man,"['Will Smith', 'Mary Elizabeth Winstead', 'Clive Owen', 'Benedict Wong']"
The Goddess of Fortune,[]
Love Again,"['Priyanka Chopra Jonas', 'Sam Heughan', 'Celine Dion']"
Wall Street: Money Never Sleeps,"['Michael Douglas', 'Shia LaBeouf', 'Josh Brolin', 'Carey Mulligan', 'Eli Wallach', 'Susan Sarandon', 'Frank Langella']"
Death Proof,"['Kurt Russell', 'Rosario Dawson', 'Vanessa Ferlito', 'Jordan Ladd', 'Rose McGowan', 'Sydney Poitier', 'Tracie Thoms', 'Mary Elizabeth Winstead', 'Zoë Bell']"
Hachi: A Dog's Tale,[]
Secretariat,"['Diane Lane', 'John Malkovich', 'Dylan Walsh', 'James Cromwell', 'Kevin Connolly', 'Scott Glenn']"
Another Round,"['Mads Mikkelsen', 'Thomas Bo Larsen', 'Magnus Millang', 'Lars Ranthe']"
Henry Poole Is Here,"['Luke Wilson', 'Radha Mitchell', 'Adriana Barraza', 'Cheryl Hines', 'George Lopez', 'Richard Benjamin']"
Birds of America,[]
Lightyear,"['Chris Evans', 'Keke Palmer', 'Peter Sohn', 'Taika Waititi', 'Dale Soules', 'James Brolin', 'Uzo Aduba']"
Strange World,"['Jake Gyllenhaal', 'Dennis Quaid', 'Jaboukie Young-White', 'Gabrielle Union', 'Lucy Liu']"
Street Racer,[]
Majaz: Ae Gham-e-Dil Kya Karun,[]
The Rocker,"['Rainn Wilson', 'Christina Applegate', 'Jeff Garlin', 'Josh Gad', 'Teddy Geiger', 'Emma Stone']"
Kataksha,"['Saleem Meraj', 'Kiran Tabeir', 'Kasim Khan', 'Nimra Shahid', 'Mubeen Gabol']"
The Forever Purge,"['Ana de la Reguera', 'Tenoch Huerta', 'Cassidy Freeman', 'Leven Rambin', 'Josh Lucas', 'Will Patton']"
The Warrior's Way,[]
RocknRolla,"['Gerard Butler', 'Tom Wilkinson', 'Thandiwe Newton', 'Mark Strong', 'Idris Elba', 'Tom Hardy', 'Toby Kebbell', 'Jeremy Piven', 'Chris Bridges']"
"I Love You, Beth Cooper","['Hayden Panettiere', 'Paul Rust', 'Jack Carpenter', 'Lauren London']"
Powder Blue,[]
"4 Months, 3 Weeks and 2 Days",[]
The Descendants,"['George Clooney', 'Shailene Woodley', 'Beau Bridges', 'Judy Greer']"
What Happens in Vegas,"['Cameron Diaz', 'Ashton Kutcher', 'Rob Corddry', 'Treat Williams', 'Dennis Miller']"
Iron Sky,"['Julia Dietze', 'Christopher Kirby', 'Götz Otto', 'Peta Sergeant', 'Stephanie Paul', 'Udo Kier']"
Private Valentine:Blonde & Dangerous,[]
Phoebe in Wonderland,"['Elle Fanning', 'Felicity Huffman', 'Patricia Clarkson', 'Bill Pullman', 'Campbell Scott', 'Peter Gerety', 'Bailee Madison']"
Righteous Kill,"['Robert De Niro', 'Al Pacino', 'Curtis Jackson', 'Carla Gugino', 'Donnie Wahlberg', 'Trilby Glover', 'Brian Dennehy', 'John Leguizamo']"
Pattiyal,[]
Suspiria,"['Jessica Harper', 'Stefania Casini', 'Flavio Bucci', 'Miguel Bosé', 'Barbara Magnolfi', 'Susanna Javicoli', 'Eva Axén', 'Alida Valli', 'Joan Bennett']"
A Woman in Berlin,"['Nina Hoss', 'Yevgeny Sidikhin']"
After We Collided,"['Josephine Langford', 'Hero Fiennes Tiffin', 'Dylan Sprouse', 'Shane Paul McGhie', 'Candice King', 'Khadijha Red Thunder', 'Inanna Sarkis', 'Samuel Larsen', 'Selma Blair']"
Infinity Pool,"['Alexander Skarsgård', 'Mia Goth', 'Cleopatra Coleman']"
John Wick: Chapter 4,"['Keanu Reeves', 'Donnie Yen', 'Bill Skarsgård', 'Laurence Fishburne', 'Hiroyuki Sanada', 'Shamier Anderson', 'Lance Reddick', 'Rina Sawayama', 'Scott Adkins', 'Clancy Brown', 'Ian McShane']"
Eiffel,"['Romain Duris', 'Emma Mackey', 'Pierre Deladonchamps']"
The Worst Person in the World,"['Renate Reinsve', 'Anders Danielsen Lie', 'Herbert Nordrum']"
Detective Chinatown 3,"['Wang Baoqiang', 'Liu Haoran']"
The Time That Remains,[]
Flashbacks of a Fool,"['Daniel Craig', 'Harry Eden', 'Eve', 'Jodhi May', 'Helen McCrory', 'Mark Strong', 'Olivia Williams', ""James D'Arcy"", 'Claire Forlani', 'Emilia Fox', 'Keeley Hawes']"
The Book of Eli,"['Denzel Washington', 'Gary Oldman', 'Mila Kunis', 'Ray Stevenson', 'Jennifer Beals', 'Frances de la Tour', 'Michael Gambon']"
The Abandoned,"['Jason Patric', 'Louisa Krause', 'Mark Margolis']"
Heroic Losers,"['Ricardo Darín', 'Luis Brandoni', 'Chino Darín', 'Verónica Llinás', 'Daniel Aráoz', 'Carlos Belloso', 'Marco Caponi', 'Rita Cortese', 'Andrés Parra']"
Lassie Come Home,[]
Terrifier 2,"['Lauren LaVera', 'Elliott Fullam', 'Sarah Voigt', 'Kailey Hyman', 'Casey Hartnett', 'David Howard Thornton']"
Only the Animals,[]
Tolo Tolo,[]
The Nutcracker in 3D,"['Elle Fanning', 'Nathan Lane', 'John Turturro', 'Charlie Rowe', 'Shirley Henderson', 'Frances de la Tour', 'Richard E. Grant', 'Yulia Vysotskaya', 'Aaron Michael Drozin']"
Wrong No. 2,[]
G Storm,[]
Filth and Wisdom,[]
Cadillac Records,"['Adrien Brody', 'Jeffrey Wright', 'Gabrielle Union', 'Columbus Short', 'Cedric the Entertainer', 'Emmanuelle Chriqui', 'Eamonn Walker', 'Mos Def', 'Beyoncé Knowles']"
Miracle in Cell No. 7,"['Ryu Seung-ryong', 'Park Shin-hye', 'Kal So-won', 'Jung Jin-young', 'Oh Dal-su', 'Park Won-sang', 'Kim Jung-tae', 'Jung Man-sik']"
Delhi-6,[]
Fast Track: No Limits,[]
The Legend of Hercules,"['Kellan Lutz', 'Scott Adkins', 'Liam McIntyre', 'Liam Garrigan', 'Johnathon Schaech', 'Roxanne McKee', 'Gaia Weiss', 'Rade Šerbedžija']"
Baaji,[]
The Haunting of Molly Hartley,"['Haley Bennett', 'Chace Crawford', 'AnnaLynne McCord', 'Shannon Woodward', 'Shanna Collins', 'Ron Canada', 'Jake Weber']"
Silver Linings Playbook,"['Bradley Cooper', 'Jennifer Lawrence', 'Robert De Niro', 'Jacki Weaver', 'Anupam Kher', 'Chris Tucker']"
Summer of 85,"['Félix Lefebvre', 'Benjamin Voisin', 'Philippine Velge', 'Valeria Bruni Tedeschi', 'Melvil Poupaud', 'Isabelle Nanty']"
I Love You Phillip Morris,"['Jim Carrey', 'Ewan McGregor', 'Rodrigo Santoro', 'Antoni Corone', 'Leslie Mann']"
Year One,"['Jack Black', 'Michael Cera', 'Oliver Platt', 'David Cross', 'Hank Azaria']"
G.I. Joe: The Rise of Cobra,"['Adewale Akinnuoye-Agbaje', 'Christopher Eccleston', 'Joseph Gordon-Levitt', 'Lee Byung-hun', 'Sienna Miller', 'Rachel Nichols', 'Jonathan Pryce', 'Saïd Taghmaoui', 'Channing Tatum', 'Marlon Wayans', 'Dennis Quaid']"
A Stray Goat,"['Park Jin-young', 'Ji Woo']"
Last Chance Harvey,[]
Teddy,[]
Miracle at St. Anna,"['Derek Luke', 'Michael Ealy', 'Laz Alonso', 'Omar Benson Miller', 'Pierfrancesco Favino', 'Valentina Cervi']"
The Amazing Maurice,"['Hugh Laurie', 'Emilia Clarke', 'David Thewlis', 'Himesh Patel', 'Gemma Arterton', 'Joe Sugg', 'Ariyon Bakare', 'Julie Atherton', 'Rob Brydon', 'Hugh Bonneville', 'David Tennant']"
Meet the Browns,[]
Parental Guidance,"['Billy Crystal', 'Bette Midler', 'Marisa Tomei', 'Tom Everett Scott', 'Bailee Madison']"
Violet Evergarden: Eternity and the Auto Memory Doll,"['Yui Ishikawa', 'Minako Kotobuki', 'Aoi Yūki', 'Takehito Koyasu', 'Kouki Uchiyama', 'Aya Endo']"
Unicorn Wars,"['Jon Goiri', 'Jaione Insausti']"
Roadside Romeo,"['Saif Ali Khan', 'Kareena Kapoor', 'Jaaved Jaaferi', 'Vrajesh Hirjee', 'Sanjai Mishra']"
The Blue Elephant 2,[]
La vida en rojo,"['José Luis Gómez', 'Ingrid Rubio', 'Sergio Peris-Mencheta', 'Pilar Bardem', 'Miguel Ángel Solá']"
Goosebumps,"['Jack Black', 'Dylan Minnette', 'Odeya Rush', 'Amy Ryan', 'Ryan Lee', 'Jillian Bell']"
K–12 (2019),"['Melanie Martinez', 'Emma Harvey', 'Zión Moreno', 'Megan Gage', 'Zinnett Hendrix', 'Jesy McKinney', 'Marsalis Wilson', 'Maggie Budzyna']"
Repo Men,[]
The Big Year,"['Steve Martin', 'Jack Black', 'Owen Wilson', 'Brian Dennehy', 'Anjelica Huston', 'Rashida Jones', 'Rosamund Pike', 'Dianne Wiest', 'JoBeth Williams']"
The Grudge 3,"['Johanna Braddy', 'Gil McKinney', 'Emi Ikehata', 'Jadie Rose Hobson', 'Beau Mirchoff', 'Matthew Knight', 'Shawnee Smith']"
The Midnight Sky,"['George Clooney', 'Felicity Jones', 'David Oyelowo', 'Tiffany Boone', 'Demián Bichir', 'Kyle Chandler', 'Caoilinn Springall']"
Goemon,[]
Desert Flower,[]
The Imaginarium of Doctor Parnassus,"['Heath Ledger', 'Christopher Plummer', 'Verne Troyer', 'Andrew Garfield', 'Lily Cole', 'Tom Waits', 'Johnny Depp', 'Colin Farrell', 'Jude Law']"
The Divine Fury,"['Park Seo-joon', 'Ahn Sung-ki', 'Woo Do-hwan']"
Mao Zedong 1949,[]
Fagara,[]
Transformers: Revenge of the Fallen,"['Shia LaBeouf', 'Megan Fox', 'Josh Duhamel', 'Tyrese Gibson', 'John Turturro']"
Sator,"['Michael Daniel', 'Rachel Johnson', 'Aurora Lowe', 'Gabriel Nicholson', 'June Peterson']"
Invictus,"['Morgan Freeman', 'Matt Damon']"
The Invention of Lying,"['Ricky Gervais', 'Jennifer Garner', 'Jonah Hill', 'Louis C.K.', 'Jeffrey Tambor', 'Fionnula Flanagan', 'Rob Lowe', 'Tina Fey']"
Buddenbrooks,"['Jessica Schwarz', 'Mark Waschke', 'August Diehl', 'Armin Mueller-Stahl', 'Iris Berben']"
Eagle Eye,"['Shia LaBeouf', 'Michelle Monaghan', 'Rosario Dawson', 'Michael Chiklis', 'Anthony Mackie', 'Billy Bob Thornton']"
Cloverfield,"['Lizzy Caplan', 'Jessica Lucas', 'T. J. Miller', 'Michael Stahl-David', 'Mike Vogel', 'Odette Yustman']"
Mank,"['Gary Oldman', 'Amanda Seyfried', 'Lily Collins', 'Arliss Howard', 'Tom Pelphrey', 'Charles Dance', 'Tom Burke']"
Lupin III: The First,"['Kanichi Kurita', 'Kiyoshi Kobayashi', 'Daisuke Namikawa', 'Miyuki Sawashiro', 'Kōichi Yamadera', 'Suzu Hirose', 'Kōtarō Yoshida', 'Tatsuya Fujiwara']"
Chal Mera Putt,"['Amrinder Gill', 'Simi Chahal', 'Iftikhar Thakur', 'Nasir Chinyoti', 'Akram Udas', 'Rup Khatkar', 'Hardeep Gill', 'Gurshabad']"
From Within,"['Elizabeth Rice', 'Thomas Dekker', 'Adam Goldberg', 'Kelly Blatz', 'Laura Allen', 'Rumer Willis']"
The Panti Sisters,"['Paolo Ballesteros', 'Martin del Rosario', 'Christian Bables']"
The Jack in the Box,"['Ethan Taylor', 'Robert Strange', 'Lucy-Jane Quinlan', 'Philip Ridout', 'Tom Carter']"
Tell Me When,"['Héctor Bonilla', 'Ofelia Reyes Botello', 'Brett Calo']"
Thor: Love and Thunder,"['Chris Hemsworth', 'Christian Bale', 'Tessa Thompson', 'Jaimie Alexander', 'Taika Waititi', 'Russell Crowe', 'Natalie Portman']"
Chernobyl: Abyss(Chernobyl 1986),"['Danila Kozlovsky', 'Oksana Akinshina', 'Filipp Avdeyev', 'Ravshana Kurkova', 'Nikolay Kozak']"
Welcome to the Sticks,"['Kad Merad', 'Dany Boon', 'Zoé Félix']"
Halloween Kills,"['Jamie Lee Curtis', 'Judy Greer', 'Andi Matichak', 'James Jude Courtney', 'Will Patton', 'Thomas Mann', 'Anthony Michael Hall', 'Kyle Richards', 'Jim Cummings']"
Halloween Ends,"['Jamie Lee Curtis', 'Andi Matichak', 'Rohan Campbell', 'Will Patton', 'Kyle Richards', 'James Jude Courtney']"
Water for Elephants,"['Reese Witherspoon', 'Robert Pattinson', 'Christoph Waltz', 'Hal Holbrook']"
"Patrik, Age 1.5",[]
Case Closed: The Last Wizard of the Century,"['Minami Takayama', 'Kappei Yamaguchi', 'Akira Kamiya', 'Wakana Yamazaki', 'Megumi Hayashibara', 'Emi Shinohara', 'Ryō Horikawa', 'Yūko Miyamura', 'Naoko Matsui', 'Yukiko Iwai', 'Ikue Ōtani', 'Wataru Takagi', 'Kaneto Shiozawa', 'Kenichi Ogata', 'Unshou Ishizuka', 'Chafurin']"
Footloose,"['Kevin Bacon', 'Lori Singer', 'Dianne Wiest', 'John Lithgow']"
The Burning Plain,[]
Veronika Decides to Die,"['Sarah Michelle Gellar', 'Jonathan Tucker', 'Erika Christensen', 'Florencia Lozano', 'Melissa Leo', 'David Thewlis']"
Yes Man,"['Jim Carrey', 'Zooey Deschanel', 'Bradley Cooper', 'John Michael Higgins', 'Terence Stamp']"
House of Good and Evil,"['Rachel Marie Lewis', 'Christian Oliver', 'Bo Keister', 'Rob Neukirch', 'Jordan Rhodes', 'Marietta Marich']"
Stillwater,"['Matt Damon', 'Camille Cottin', 'Abigail Breslin']"
KGF: Chapter 2,"['Yash', 'Sanjay Dutt', 'Raveena Tandon', 'Srinidhi Shetty', 'Prakash Raj', 'Archana Jois', 'Achyuth Kumar', 'Vasishta N. Simha', 'Rao Ramesh', 'T. S. Nagabharana', 'Malavika Avinash']"
The Trial of the Chicago 7,"['Yahya Abdul-Mateen II', 'Sacha Baron Cohen', 'Daniel Flaherty', 'Joseph Gordon-Levitt', 'Michael Keaton', 'Frank Langella', 'John Carroll Lynch', 'Eddie Redmayne', 'Noah Robbins', 'Mark Rylance', 'Alex Sharp', 'Jeremy Strong']"
Anjaam Pathiraa,"['Kunchacko Boban', 'Sreenath Bhasi', 'Sharaf U Dheen']"
Mao's Last Dancer,[]
Ghost Rider: Spirit of Vengeance,"['Nicolas Cage', 'Ciarán Hinds', 'Violante Placido', 'Johnny Whitworth', 'Christopher Lambert', 'Idris Elba']"
Winchester,"['Helen Mirren', 'Jason Clarke', 'Sarah Snook']"
The Descent Part 2,"['Shauna Macdonald', 'Natalie Mendoza', 'Douglas Hodge', 'Krysten Cummings', ""Gavan O'Herlihy"", 'Josh Dallas', 'Anna Skellern']"
Don't Worry Darling,"['Florence Pugh', 'Harry Styles', 'Olivia Wilde', 'Gemma Chan', 'KiKi Layne', 'Nick Kroll', 'Chris Pine']"
The Legend of Hei,"['Xin Shan', 'Wang Zhen', 'Xianghai Hao', 'Mingyue Liu']"
Meet the Spartans,"['Sean Maguire', 'Carmen Electra', 'Ken Davitian', 'Kevin Sorbo']"
L'allenatore nel pallone 2,"['Lino Banfi', 'Biagio Izzo', 'Anna Falchi', 'Giuliana Calandra']"
Shin Ultraman,"['Takumi Saitoh', 'Masami Nagasawa', 'Daiki Arioka', 'Akari Hayami', 'Tetsushi Tanaka', 'Hidetoshi Nishijima']"
The Feast,"['Annes Elwy', 'Nia Roberts', 'Julian Lewis Jones']"
Skyfall,"['Daniel Craig', 'Javier Bardem', 'Ralph Fiennes', 'Naomie Harris', 'Bérénice Marlohe', 'Albert Finney', 'Judi Dench']"
Race to Witch Mountain,"['Dwayne Johnson', 'AnnaSophia Robb', 'Carla Gugino', 'Ciarán Hinds', 'Alexander Ludwig', 'Tom Everett Scott', 'Christopher Marquette']"
Shinjuku Incident,[]
Jonah Hex,"['Josh Brolin', 'John Malkovich', 'Megan Fox', 'Michael Fassbender', 'Will Arnett', 'Michael Shannon']"
Tune in for Love,"['Kim Go-eun', 'Jung Hae-in']"
Ajami,"['Fouad Habash', 'Ibrahim Frege', 'Scandar Copti', 'Shahir Kabaha', 'Eran Naim']"
Dark Shadows,"['Johnny Depp', 'Michelle Pfeiffer', 'Eva Green', 'Jackie Earle Haley', 'Jonny Lee Miller', 'Chloë Grace Moretz', 'Bella Heathcote', 'Helena Bonham Carter']"
My Sister's Keeper,"['Cameron Diaz', 'Abigail Breslin', 'Jason Patrick', 'Sofia Vassilieva', 'Joan Cusack']"
Night at the Museum:Battle of the Smithsonian,"['Ben Stiller', 'Amy Adams', 'Owen Wilson', 'Hank Azaria', 'Christopher Guest', 'Alain Chabat', 'Robin Williams']"
Couples Retreat,"['Vince Vaughn', 'Jason Bateman', 'Jon Favreau', 'Faizon Love', 'Kristin Davis', 'Malin Åkerman', 'Kristen Bell', 'Jean Reno']"
Superheroes,"['Alessandro Borghi', 'Jasmine Trinca']"
Ice Age: Dawn of the Dinosaurs,"['Ray Romano', 'John Leguizamo', 'Denis Leary', 'Queen Latifah']"
18 Presents,[]
Baarìa,[]
Queen to Play,[]
The Belko Experiment,"['John Gallagher Jr.', 'Tony Goldwyn', 'Adria Arjona', 'John C. McGinley', 'Melonie Diaz', 'Josh Brener', 'Michael Rooker']"
The Wackness,"['Ben Kingsley', 'Josh Peck', 'Famke Janssen', 'Olivia Thirlby', 'Mary-Kate Olsen', 'Method Man']"
Pixie,"['Olivia Cooke', 'Ben Hardy', 'Daryl McCormack', 'Colm Meaney', 'Alec Baldwin']"
Fired Up!,"[""Nicholas D'Agosto"", 'Eric Christian Olsen', 'Sarah Roemer', 'Molly Sims', 'Danneel Harris', 'Adhir Kalyan', 'AnnaLynne McCord', 'Philip Baker Hall', 'John Michael Higgins']"
The Matrix Resurrections,"['Keanu Reeves', 'Carrie-Anne Moss', 'Yahya Abdul-Mateen II', 'Jessica Henwick', 'Jonathan Groff', 'Neil Patrick Harris', 'Priyanka Chopra Jonas', 'Jada Pinkett Smith']"
Rachel Getting Married,"['Anne Hathaway', 'Rosemarie DeWitt', 'Bill Irwin', 'Anna Deavere Smith', 'Tunde Adebimpe', 'Debra Winger']"
Weather Girl,[]
Blended,"['Adam Sandler', 'Drew Barrymore', 'Kevin Nealon', 'Terry Crews', 'Wendi McLendon-Covey']"
Spider-Man: No Way Home,"['Tom Holland', 'Zendaya', 'Benedict Cumberbatch', 'Jacob Batalon', 'Jon Favreau', 'Jamie Foxx', 'Willem Dafoe', 'Alfred Molina', 'Benedict Wong', 'Tony Revolori', 'Marisa Tomei', 'Andrew Garfield', 'Tobey Maguire']"
Still Walking,"['Hiroshi Abe', 'Yui Natsukawa', 'You', 'Kazuya Takahashi', 'Shohei Tanaka', 'Susumu Terajima', 'Kirin Kiki', 'Yoshio Harada']"
Eden Log,[]
Terribly Happy,[]
De Gaulle,[]
365 Days,"['Anna-Maria Sieklucka', 'Michele Morrone', 'Bronisław Wrocławski', 'Otar Saralidze', 'Magdalena Lamparska', 'Natasza Urbańska']"
I Used to Go Here,"['Gillian Jacobs', 'Josh Wiggins', 'Hannah Marks', 'Forrest Goodluck', 'Jorma Taccone', 'Kate Micucci', 'Zoë Chao', 'Jemaine Clement']"
Lone Survivor,"['Mark Wahlberg', 'Taylor Kitsch', 'Emile Hirsch', 'Ben Foster', 'Eric Bana']"
Emma Smith: My Story,[]
Expelled: No Intelligence Allowed,[]
Adventureland,"['Jesse Eisenberg', 'Kristen Stewart', 'Martin Starr', 'Bill Hader', 'Kristen Wiig', 'Margarita Levieva', 'Ryan Reynolds']"
The Longshots,"['Ice Cube', 'Keke Palmer', 'Dash Mihok', 'Tasha Smith', 'Jill Marie Jones', 'Matt Craven']"
Love Mocktail,[]
Freaky,"['Vince Vaughn', 'Kathryn Newton', 'Katie Finneran', 'Misha Osherovich', ""Celeste O'Connor"", 'Alan Ruck']"
A Mouthful of Air,"['Amanda Seyfried', 'Finn Wittrock', 'Jennifer Carpenter', 'Michael Gaston', 'Amy Irving', 'Paul Giamatti']"
The Darkest Hour,"['Emile Hirsch', 'Olivia Thirlby', 'Max Minghella', 'Rachael Taylor']"
Jab We Met,[]
Confessions of a Shopaholic,"['Isla Fisher', 'Hugh Dancy', 'Joan Cusack', 'John Goodman', 'John Lithgow', 'Kristin Scott Thomas', 'Leslie Bibb']"
Bride Flight,[]
Titane,"['Vincent Lindon', 'Agathe Rousselle', 'Garance Marillier', 'Laïs Salameh']"
The Wolf and the Lion,"['Molly Kunz', 'Graham Greene', 'Charlie Carrick']"
The Heist of the Century,[]
The Predators,"['Massimo Popolizio', 'Manuela Mandracchia', 'Giorgio Montanini', 'Pietro Castellitto', 'Dario Cassini', 'Anita Caprioli', 'Marzia Ubaldi', 'Antonio Gerardi']"
New in Town,[]
Ant-Man and the Wasp: Quantumania,"['Paul Rudd', 'Evangeline Lilly', 'Jonathan Majors', 'Kathryn Newton', 'David Dastmalchian', ""Katy O'Brian"", 'William Jackson Harper', 'Bill Murray', 'Michelle Pfeiffer', 'Corey Stoll', 'Michael Douglas']"
Old,"['Gael García Bernal', 'Vicky Krieps', 'Rufus Sewell', 'Alex Wolff', 'Thomasin McKenzie', 'Abbey Lee', 'Nikki Amuka-Bird', 'Ken Leung', 'Eliza Scanlen', 'Aaron Pierre', 'Embeth Davidtz', 'Emun Elliott']"
Nope,"['Daniel Kaluuya', 'Keke Palmer', 'Steven Yeun', 'Michael Wincott', 'Brandon Perea', 'Keith David']"
Her Blue Sky,"['Shion Wakayama', 'Ryo Yoshizawa', 'Riho Yoshioka', 'Ken Matsudaira', 'Yō Taichi', 'Fukushi Ochiai', 'Atsumi Tanezaki']"
Dragonball Evolution,"['Justin Chatwin', 'Emmy Rossum', 'Jamie Chung', 'Chow Yun-fat']"
C'mon C'mon,"['Joaquin Phoenix', 'Gaby Hoffmann', 'Scoot McNairy', 'Molly Webster', 'Jaboukie Young-White', 'Woody Norman']"
